id_survey,date_of_survey,ticket_system,customer_service,value_for_money,overall_text,cleaned_text,sentiment,likelihood_to_recommend,nps_category,ease_of_use,overall_rating,csat_category
T_00972,2024-10-26,Zoho Desk,5.0,5.0,"Pros:It has features like filter, mark them open, hold or closed, it gives notification to the other party as well when it is closed or someone has replied.",pros itu has features like filter mark them open hold orang closed itu gives notification tapi the other party as well when itu is closed orang someone has replied,Netral,8.0,Passive,5.0,5.0,Satisfied
T_02959,2024-12-05,Zoho Desk,3.0,5.0,Pros:You can manage all the queries of customers and it has the ticket system which becomes easier for us and for our customer to keep the record of their queries.,pros you can manage all the queries of customers and itu has the ticket system which becomes easier for us and for our customer tapi keep the record of their queries,Netral,8.0,Passive,5.0,5.0,Satisfied
T_03352,2024-12-10,Zoho Desk,4.0,3.0,It was good and used it for almost 6 months and then we made our own internal ticket system.,itu was good and used itu for almost 6 months and then we made our own internal ticket system,Positif,6.0,Detractor,4.0,4.0,Satisfied
T_04608,2024-12-27,Zoho Desk,3.0,5.0,"Pros:Software is easy to use, and the interface makes responding to tickets so fast",pros software is easy tapi use and the interface makes responding tapi tickets sok fast,Positif,8.0,Passive,5.0,5.0,Satisfied
T_03349,2024-12-10,Zoho Desk,3.0,3.0,Organization,organization,Netral,4.0,Detractor,5.0,4.0,Satisfied
T_01187,2024-11-01,Freshdesk,3.0,5.0,I always recommend FreshDesk to start-ups and smaller clients. They are easy to set-up and you get all the necessary features to look professional without spending tons of money.,i always recommend freshdesk tapi start ups and smaller clients they are easy tapi set up and you get all the necessary features tapi look professional without spending tons of money,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_04025,2024-12-19,Zoho Desk,-1.0,3.0,There is def. a lot we could use. We are still trying it out and determining what will work best for us.Obviously we are looking for ease of use and collaboration between all our tools.,there is def a lot we could use we are still trying itu out and determining what will work best for us obviously we are looking for ease of use and collaboration between all our tools,Positif,5.0,Detractor,5.0,3.0,Neutral
T_01974,2024-11-16,otrs,3.0,5.0,"Pros:We have implemented OTRS in our Corporate environment and it is our primary ticketing tool. The ability to track incidents, change requests and Problem tickets is the best feature of OTRS.The reports that can be generated via OTRS is also a great benefit.",pros we have implemented otrs ini our corporate environment and itu is our primary ticketing tool the ability tapi track incidents change requests and problem tickets is the best feature of otrs the reports that can be generated via otrs is also a great benefit,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_01248,2024-11-02,Zendesk,4.0,4.0,"Its been a very useful tool mostly because of the storage of the emails, in the support branch keeping track of every email and have it for future reference is a must. It has simplified the communication between customer and support. Every ticket shows the person who replied which is a plus since this way the customer won't receive different replies from different people.",its been a very useful tool mostly because of the storage of the emails ini the support branch keeping track of every email and have itu for future reference is a must itu has simplified the communication between customer and support every ticket shows the person who replied which is a plus since this way the customer won t receive different replies from different people,Netral,8.0,Passive,3.0,4.0,Satisfied
T_00828,2024-10-22,Zoho Desk,3.0,4.0,"The Zoho Desk's ease of use is what I appreciate most about it. Even for non-technical users, the platform's overall user interface is welcoming, and it makes it simple for people to get started.",the zoho desk sih ease of use is what i appreciate most about itu even for non technical users the platform sih overall user interface is welcoming and itu makes itu simple for people tapi get started,Netral,6.0,Detractor,5.0,4.0,Satisfied
T_01316,2024-11-04,Zoho Desk,3.0,5.0,"The ability to communicate with variouscategories of people- customers, suppliers and more",the ability tapi communicate with variouscategories of people customers suppliers and more,Netral,6.0,Detractor,4.0,4.0,Satisfied
T_01883,2024-11-15,Freshdesk,3.0,3.0,"Fantastic. Totally changed the way we deliver support, made it much easier to track everything, and gives us some decent reporting too. So much better than email or JIRA service Desk (what we were using before). A few things mentioned in the 'Cons' but hey, overall great. Every time we had an issue or question it was handled quickly by your support team. Keep up the good work!",fantastic totally changed the way we deliver support made itu much easier tapi track everything and gives us some decent reporting too sok much better tahan email orang jira service desk what we were using before a few things mentioned ini the cons but hey overall great every time we had an issue orang question itu was handled quickly by your support team keep up the good work,Positif,7.0,Passive,5.0,4.0,Satisfied
T_04335,2024-12-23,Freshdesk,3.0,5.0,It's been great.The team works well with the software and we can integrate where we want to with other software we use.,itu sih been great the team works well with the software and we can integrate where we want tapi with other software we use,Positif,7.0,Passive,5.0,5.0,Satisfied
T_03633,2024-12-13,Zendesk,5.0,5.0,"Zendesk, effectively helps in solving any problem of our customers, allowing us to create automatic responses of different forms of communication. In addition to making work more efficient, it allows you to monitor the performance of the team and in the company's decision making.",zendesk effectively helps ini solving any problem of our customers allowing us tapi create automatic responses of different forms of communication ini addition tapi making work more efficient itu allows you tapi monitor the performance of the team and ini the company sih decision making,Negatif,7.0,Passive,5.0,5.0,Satisfied
T_04331,2024-12-23,Zoho Desk,3.0,4.0,Organizing work flow,organizing work flow,Netral,7.0,Passive,4.0,5.0,Satisfied
T_01958,2024-11-16,ServiceNow,4.0,5.0,Pros:I really liked its integration with other systems and applications. Dashboards and reports really gives good insights.,pros i really liked its integration with other systems and applications dashboards and reports really gives good insights,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_01922,2024-11-16,Zoho Desk,4.0,5.0,"Overall Zoho Desk has been a great fit for us, we also use zoho books and zoho subscriptions.It fits nicely into our suite of products that we are using.",overall zoho desk has been a great fit for us we also use zoho books and zoho subscriptions itu fits nicely into our suite of products that we are using,Positif,6.0,Detractor,4.0,4.0,Satisfied
T_01774,2024-11-13,Zoho Desk,2.0,3.0,"We havent integrated it yet, still trying to see if it fits our needs.",we havent integrated itu yet still trying tapi sih if itu fits our needs,Netral,8.0,Passive,5.0,5.0,Satisfied
T_02677,2024-12-01,Freshdesk,3.0,5.0,My overall experience with Freshdesk has been nothing short of exceptional.,my overall experience with freshdesk has been nothing short of exceptional,Netral,9.0,Promoter,5.0,5.0,Satisfied
T_02922,2024-12-04,Zendesk,0.0,1.0,"I would never, under any circumstances, ever switch back to Zendesk. I would not use this software at any cost.",i would never under any circumstances ever switch back tapi zendesk i would not use this software at any cost,Netral,1.0,Detractor,1.0,1.0,Dissatisfied
